DATE|TEAM.1|TEAM.2|IS_HOST.1|IS_HOST.2|Y
2002-01-27|New Zealand|South Africa|False|False|False
2003-01-17|Sri Lanka|England|False|False|False
2003-01-19|Australia|England|True|False|True
2004-01-24|India|Zimbabwe|False|False|True
2004-01-26|Australia|Zimbabwe|True|False|True
2005-01-26|Australia|West Indies|True|False|True
2005-01-28|Pakistan|West Indies|False|False|False
2006-01-24|South Africa|Sri Lanka|False|False|True
2006-01-26|Australia|Sri Lanka|True|False|True
2006-02-10|Australia|Sri Lanka|True|False|False
2007-01-23|England|New Zealand|False|False|False
2007-01-26|Australia|England|True|False|True
2007-12-14|Australia|New Zealand|True|False|True
2008-02-17|Australia|India|True|False|True
2008-02-19|India|Sri Lanka|False|False|True
2009-01-26|Australia|South Africa|True|False|False
2009-02-10|Australia|New Zealand|True|False|True
2010-01-26|Australia|Pakistan|True|False|True
2010-02-09|Australia|West Indies|True|False|True
2011-01-26|Australia|England|True|False|False
2012-02-12|Australia|India|True|False|False
2012-02-14|India|Sri Lanka|False|False|False
2012-03-06|Australia|Sri Lanka|True|False|False
2012-03-08|Australia|Sri Lanka|True|False|True
2013-01-13|Australia|Sri Lanka|True|False|False
2014-01-26|Australia|England|True|False|True
2015-02-15|India|Pakistan|False|False|True
2015-03-09|Bangladesh|England|False|False|True
2015-03-15|Ireland|Pakistan|False|False|False
2015-03-20|Australia|Pakistan|True|False|True
2017-01-26|Australia|Pakistan|True|False|True
2018-01-26|Australia|England|True|False|True
2018-11-09|Australia|South Africa|True|False|True
2019-01-15|Australia|India|True|False|False
2015-02-15|India|Pakistan|False|False|True
2015-03-09|Bangladesh|England|False|False|True
2015-03-15|Ireland|Pakistan|False|False|False
2015-03-20|Australia|Pakistan|True|False|True
1976-02-22|New Zealand|India|True|False|True
1981-02-14|New Zealand|India|True|False|True
1982-02-13|New Zealand|Australia|True|False|True
1983-02-19|New Zealand|England|True|False|True
1983-03-20|New Zealand|Sri Lanka|True|False|True
1984-02-25|New Zealand|England|True|False|True
1985-02-16|New Zealand|Pakistan|True|False|False
1986-03-29|New Zealand|Australia|True|False|False
1987-03-21|New Zealand|West Indies|True|False|False
1988-03-19|New Zealand|England|True|False|True
1989-03-11|New Zealand|Pakistan|True|False|False
1990-03-10|New Zealand|Australia|True|False|False
1990-03-11|New Zealand|Australia|True|False|False
1991-01-28|New Zealand|Sri Lanka|True|False|True
1991-02-16|New Zealand|England|True|False|True
1992-01-11|New Zealand|England|True|False|False
1992-02-22|New Zealand|Australia|True|False|True
1992-02-29|New Zealand|South Africa|True|False|True
1992-03-08|New Zealand|West Indies|True|False|True
1992-03-21|New Zealand|Pakistan|True|False|False
1992-12-30|New Zealand|Pakistan|True|False|True
1993-03-28|New Zealand|Australia|True|False|False
1994-03-06|New Zealand|Pakistan|True|False|False
1994-03-13|New Zealand|Pakistan|True|False|False
1994-03-27|New Zealand|India|True|False|False
1995-01-22|New Zealand|West Indies|True|False|False
1995-02-19|New Zealand|Australia|True|False|False
1995-02-26|New Zealand|Australia|True|False|False
1995-04-01|New Zealand|Sri Lanka|True|False|False
1995-12-23|New Zealand|Pakistan|True|False|True
1996-01-28|New Zealand|Zimbabwe|True|False|True
1997-02-23|New Zealand|England|True|False|False
1997-03-02|New Zealand|England|True|False|True
1997-03-22|New Zealand|Sri Lanka|True|False|False
1998-02-14|New Zealand|Australia|True|False|True
1998-03-08|New Zealand|Zimbabwe|True|False|True
1999-01-16|New Zealand|India|True|False|False
1999-02-20|New Zealand|South Africa|True|False|True
1999-03-27|New Zealand|South Africa|True|False|False
1992-02-22|New Zealand|Australia|True|False|True
1992-02-29|New Zealand|South Africa|True|False|True
1992-03-08|New Zealand|West Indies|True|False|True
1992-03-21|New Zealand|Pakistan|True|False|False
2000-01-02|New Zealand|West Indies|True|False|True
2000-02-19|New Zealand|Australia|True|False|False
2000-03-03|New Zealand|Australia|True|False|True
2001-01-07|New Zealand|Zimbabwe|True|False|False
2001-02-06|New Zealand|Sri Lanka|True|False|False
2001-02-18|New Zealand|Pakistan|True|False|False
2002-02-23|New Zealand|England|True|False|False
2002-12-26|New Zealand|India|True|False|True
2003-01-11|New Zealand|India|True|False|False
2004-01-03|New Zealand|Pakistan|True|False|True
2004-02-13|New Zealand|South Africa|True|False|False
2004-02-29|New Zealand|South Africa|True|False|True
2004-12-26|New Zealand|Sri Lanka|True|False|True
2005-02-26|New Zealand|Australia|True|False|False
2005-12-03|New Zealand|Australia|True|False|False
2006-03-04|New Zealand|West Indies|True|False|False
2007-01-06|New Zealand|Sri Lanka|True|False|False
2007-02-17|New Zealand|Australia|True|False|True
2007-12-26|New Zealand|Bangladesh|True|False|True
2008-02-15|New Zealand|England|True|False|False
2009-01-10|New Zealand|West Indies|True|False|False
2009-03-14|New Zealand|India|True|False|True
2010-03-06|New Zealand|Australia|True|False|False
2010-03-11|New Zealand|Australia|True|False|False
2011-02-05|New Zealand|Pakistan|True|False|True
2012-03-03|New Zealand|South Africa|True|False|False
2013-02-23|New Zealand|England|True|False|False
2013-12-26|New Zealand|West Indies|True|False|False
2014-01-25|New Zealand|India|True|False|False
2015-01-17|New Zealand|Sri Lanka|True|False|False
2015-02-28|New Zealand|Australia|True|False|True
2015-03-07|Pakistan|South Africa|False|False|True
2015-03-14|India|Zimbabwe|False|False|True
2015-03-24|New Zealand|South Africa|True|False|True
2016-01-31|New Zealand|Pakistan|True|False|True
2016-02-03|New Zealand|Australia|True|False|True
2017-01-30|New Zealand|Australia|True|False|True
2017-03-04|New Zealand|South Africa|True|False|False
2015-02-28|New Zealand|Australia|True|False|True
2015-03-07|Pakistan|South Africa|False|False|True
2015-03-14|India|Zimbabwe|False|False|True
2015-03-24|New Zealand|South Africa|True|False|True
1978-02-22|West Indies|Australia|True|False|True
1985-03-20|West Indies|New Zealand|True|False|True
1988-03-15|West Indies|Pakistan|True|False|True
1989-03-18|West Indies|India|True|False|True
2000-04-05|Pakistan|Zimbabwe|False|False|True
2001-05-02|West Indies|South Africa|True|False|False
2006-04-29|West Indies|Zimbabwe|True|False|True
2006-04-30|West Indies|Zimbabwe|True|False|True
2007-02-25|Bermuda|Bangladesh|False|False|False
2007-02-26|Bermuda|Canada|False|False|False
2007-02-28|Bangladesh|Canada|False|False|True
1979-01-13|Australia|England|True|False|False
1979-11-27|Australia|West Indies|True|False|True
1979-11-28|England|West Indies|False|False|True
1979-12-11|Australia|England|True|False|False
1979-12-21|Australia|West Indies|True|False|True
1979-12-26|Australia|England|True|False|False
1980-01-14|Australia|England|True|False|False
1980-01-18|Australia|West Indies|True|False|True
1980-01-22|England|West Indies|False|False|False
1980-11-25|Australia|New Zealand|True|False|True
1980-12-18|Australia|India|True|False|True
1981-01-08|Australia|India|True|False|True
1981-01-13|Australia|New Zealand|True|False|False
1981-01-15|Australia|India|True|False|True
1981-01-21|Australia|New Zealand|True|False|False
1981-01-29|Australia|New Zealand|True|False|False
1981-02-03|Australia|New Zealand|True|False|True
1981-11-24|Australia|West Indies|True|False|True
1981-12-17|Australia|Pakistan|True|False|False
1982-01-12|Pakistan|West Indies|False|False|False
1982-01-14|Australia|Pakistan|True|False|True
1982-01-19|Australia|West Indies|True|False|True
1982-01-26|Australia|West Indies|True|False|True
1982-01-27|Australia|West Indies|True|False|False
1983-01-11|Australia|England|True|False|True
1983-01-18|Australia|New Zealand|True|False|False
1983-01-20|England|New Zealand|False|False|True
1983-01-26|Australia|England|True|False|False
1983-02-09|Australia|New Zealand|True|False|True
1983-03-17|Australia|New Zealand|True|False|False
1984-01-10|Australia|Pakistan|True|False|True
1984-01-17|Australia|West Indies|True|False|False
1984-01-19|Pakistan|West Indies|False|False|False
1984-01-25|Australia|Pakistan|True|False|True
1984-02-08|Australia|West Indies|True|False|False
1985-01-08|Australia|Sri Lanka|True|False|True
1985-01-15|Australia|West Indies|True|False|False
1985-01-17|Sri Lanka|West Indies|False|False|False
1985-01-23|Australia|Sri Lanka|True|False|True
1985-02-06|Australia|West Indies|True|False|True
1985-02-12|Australia|West Indies|True|False|False
1985-02-19|New Zealand|West Indies|False|False|False
1985-02-26|England|India|False|False|False
1985-03-05|India|New Zealand|False|False|True
1985-03-09|New Zealand|West Indies|False|False|False
1986-01-14|Australia|New Zealand|True|False|True
1986-01-21|Australia|India|True|False|True
1986-01-29|Australia|New Zealand|True|False|True
1986-02-05|Australia|India|True|False|True
1987-01-22|Australia|England|True|False|False
1987-01-28|Australia|West Indies|True|False|True
1987-02-06|Australia|West Indies|True|False|True
1987-02-11|Australia|England|True|False|False
1988-01-05|New Zealand|Sri Lanka|False|False|True
1988-01-19|Australia|Sri Lanka|True|False|True
1988-01-20|Australia|New Zealand|True|False|True
1988-01-24|Australia|New Zealand|True|False|True
1988-12-13|Australia|West Indies|True|False|False
1989-01-12|Australia|West Indies|True|False|True
1989-01-16|Australia|West Indies|True|False|False
1989-01-18|Australia|West Indies|True|False|False
1990-02-13|Australia|Pakistan|True|False|False
1990-02-20|Australia|Pakistan|True|False|False
1990-02-25|Australia|Pakistan|True|False|True
1990-11-29|Australia|New Zealand|True|False|True
1990-12-13|England|New Zealand|False|False|True
1991-01-01|Australia|England|True|False|True
1991-01-13|Australia|New Zealand|True|False|True
1991-12-18|Australia|West Indies|True|False|True
1992-01-14|Australia|India|True|False|True
1992-01-20|Australia|India|True|False|True
1992-02-26|Australia|South Africa|True|False|False
1992-03-04|India|Pakistan|False|False|True
1992-03-05|Australia|England|True|False|False
1992-03-22|England|South Africa|False|False|True
1992-12-08|Australia|West Indies|True|False|True
1992-12-17|Pakistan|West Indies|False|False|False
1993-01-14|Australia|Pakistan|True|False|True
1993-01-16|Australia|West Indies|True|False|False
1993-12-14|Australia|South Africa|True|False|True
1994-01-11|Australia|New Zealand|True|False|False
1994-01-23|Australia|South Africa|True|False|True
1994-01-25|Australia|South Africa|True|False|True
1994-12-06|Australia|England|True|False|True
1994-12-15|England|Zimbabwe|False|False|False
1995-12-21|Australia|Sri Lanka|True|False|True
1996-01-01|Australia|West Indies|True|False|True
1996-01-20|Australia|Sri Lanka|True|False|True
1996-12-08|Australia|West Indies|True|False|True
1997-01-01|Australia|Pakistan|True|False|False
1997-01-14|Pakistan|West Indies|False|False|True
1997-01-18|Pakistan|West Indies|False|False|True
1997-12-04|Australia|South Africa|True|False|False
1998-01-14|Australia|New Zealand|True|False|True
1998-01-26|Australia|South Africa|True|False|True
1998-01-27|Australia|South Africa|True|False|True
1999-01-13|Australia|Sri Lanka|True|False|True
1999-01-17|Australia|England|True|False|False
1999-02-03|England|Sri Lanka|False|False|False
1999-02-05|Australia|England|True|False|True
1999-02-10|Australia|England|True|False|True
1992-02-26|Australia|South Africa|True|False|False
1992-03-04|India|Pakistan|False|False|True
1992-03-05|Australia|England|True|False|False
1992-03-22|England|South Africa|False|False|True
2000-01-14|Australia|India|True|False|True
2000-01-19|Australia|Pakistan|True|False|True
2000-02-04|Australia|Pakistan|True|False|True
2001-01-17|Australia|West Indies|True|False|True
2001-01-23|West Indies|Zimbabwe|False|False|False
2001-01-28|Australia|Zimbabwe|True|False|True
2001-02-07|Australia|West Indies|True|False|True
2002-01-17|Australia|New Zealand|True|False|False
2002-01-22|Australia|South Africa|True|False|True
2002-02-08|New Zealand|South Africa|False|False|False
2002-12-13|Australia|England|True|False|True
2003-01-09|Australia|Sri Lanka|True|False|False
2003-01-13|Sri Lanka|England|False|False|True
2003-01-23|Australia|England|True|False|True
2004-01-11|Australia|Zimbabwe|True|False|True
2004-01-22|Australia|India|True|False|True
2004-02-08|Australia|India|True|False|True
2004-12-08|Australia|New Zealand|True|False|True
2005-01-23|Australia|Pakistan|True|False|True
2005-02-06|Australia|Pakistan|True|False|True
2006-01-22|Australia|Sri Lanka|True|False|False
2006-02-05|Australia|South Africa|True|False|True
2006-02-12|Australia|Sri Lanka|True|False|True
2007-01-21|Australia|New Zealand|True|False|True
2007-02-02|Australia|England|True|False|False
2007-02-11|Australia|England|True|False|False
2007-12-16|Australia|New Zealand|True|False|False
2008-02-08|Australia|Sri Lanka|True|False|True
2008-02-24|Australia|India|True|False|True
2008-03-02|Australia|India|True|False|False
2009-01-23|Australia|South Africa|True|False|False
2009-02-08|Australia|New Zealand|True|False|True
2010-01-24|Australia|Pakistan|True|False|True
2010-02-12|Australia|West Indies|True|False|False
2010-11-05|Australia|Sri Lanka|True|False|False
2011-01-23|Australia|England|True|False|True
2011-02-02|Australia|England|True|False|True
2012-02-17|Australia|Sri Lanka|True|False|False
2012-02-26|Australia|India|True|False|True
2013-01-20|Australia|Sri Lanka|True|False|False
2013-02-08|Australia|West Indies|True|False|True
2014-01-19|Australia|England|True|False|True
2014-11-23|Australia|South Africa|True|False|True
2015-01-16|Australia|England|True|False|True
2015-01-26|Australia|India|True|False|False
2015-02-27|South Africa|West Indies|False|False|True
2015-03-08|Australia|Sri Lanka|True|False|True
2015-03-13|Afghanistan|England|False|False|False
2015-03-18|South Africa|Sri Lanka|False|False|True
2015-03-26|Australia|India|True|False|True
2016-01-23|Australia|India|True|False|False
2016-12-04|Australia|New Zealand|True|False|True
2017-01-22|Australia|Pakistan|True|False|True
2018-01-21|Australia|England|True|False|False
2019-01-12|Australia|India|True|False|True
2015-02-27|South Africa|West Indies|False|False|True
2015-03-08|Australia|Sri Lanka|True|False|True
2015-03-13|Afghanistan|England|False|False|False
2015-03-18|South Africa|Sri Lanka|False|False|True
2015-03-26|Australia|India|True|False|True
1979-12-23|England|West Indies|False|False|False
1980-12-21|India|New Zealand|False|False|False
1981-01-18|India|New Zealand|False|False|False
1982-01-16|Pakistan|West Indies|False|False|False
1982-01-17|Australia|West Indies|True|False|False
1983-01-15|England|New Zealand|False|False|True
1983-01-16|Australia|England|True|False|True
1984-01-14|Pakistan|West Indies|False|False|False
1984-01-15|Australia|Pakistan|True|False|False
1985-01-12|Sri Lanka|West Indies|False|False|False
1985-01-13|Australia|West Indies|True|False|False
1986-01-11|India|New Zealand|False|False|True
1986-01-12|Australia|India|True|False|True
1987-01-17|England|West Indies|False|False|True
1987-01-18|Australia|England|True|False|True
1988-01-16|New Zealand|Sri Lanka|False|False|True
1988-01-17|Australia|New Zealand|True|False|True
1989-01-07|Pakistan|West Indies|False|False|True
1989-01-08|Australia|Pakistan|True|False|True
1990-02-10|Pakistan|Sri Lanka|False|False|True
1990-02-11|Australia|Pakistan|True|False|True
1990-12-15|England|New Zealand|False|False|False
1990-12-16|Australia|England|True|False|True
1992-01-11|India|West Indies|False|False|False
1992-01-12|Australia|West Indies|True|False|False
1992-02-29|West Indies|Zimbabwe|False|False|True
1992-03-01|Australia|India|True|False|True
1992-03-08|Pakistan|South Africa|False|False|False
1993-01-09|Pakistan|West Indies|False|False|False
1993-01-10|Australia|West Indies|True|False|False
1994-01-08|New Zealand|South Africa|False|False|True
1994-01-09|Australia|South Africa|True|False|True
1995-01-07|England|Zimbabwe|False|False|True
1996-01-05|Sri Lanka|West Indies|False|False|False
1996-01-07|Australia|West Indies|True|False|False
1997-01-03|Pakistan|West Indies|False|False|False
1997-01-05|Australia|West Indies|True|False|False
1998-01-09|New Zealand|South Africa|False|False|False
1998-01-11|Australia|South Africa|True|False|False
1999-01-10|Australia|England|True|False|False
1999-01-11|England|Sri Lanka|False|False|True
1992-02-29|West Indies|Zimbabwe|False|False|True
1992-03-01|Australia|India|True|False|True
1992-03-08|Pakistan|South Africa|False|False|False
2000-01-09|Australia|Pakistan|True|False|False
2000-01-10|India|Pakistan|False|False|False
2001-01-13|West Indies|Zimbabwe|False|False|True
2001-01-14|Australia|West Indies|True|False|True
2002-01-19|New Zealand|South Africa|False|False|True
2002-01-20|Australia|South Africa|True|False|True
2002-06-19|Australia|Pakistan|True|False|False
2002-12-17|England|Sri Lanka|False|False|True
2003-01-15|Australia|Sri Lanka|True|False|True
2004-01-18|Australia|India|True|False|False
2004-01-20|India|Zimbabwe|False|False|True
2004-12-10|Australia|New Zealand|True|False|False
2005-01-19|Pakistan|West Indies|False|False|True
2005-01-21|Australia|West Indies|True|False|False
2006-01-15|Australia|South Africa|True|False|False
2006-01-17|South Africa|Sri Lanka|False|False|False
2006-02-14|Australia|Sri Lanka|True|False|True
2007-01-19|Australia|England|True|False|True
2007-02-06|England|New Zealand|False|False|True
2008-02-03|Australia|India|True|False|False
2008-02-04|India|Sri Lanka|False|False|False
2008-03-04|Australia|India|True|False|False
2009-02-13|Australia|New Zealand|True|False|False
2010-01-22|Australia|Pakistan|True|False|True
2010-02-14|Australia|West Indies|True|False|True
2010-11-07|Australia|Sri Lanka|True|False|True
2011-01-30|Australia|England|True|False|True
2012-02-19|Australia|India|True|False|True
2012-02-21|India|Sri Lanka|False|False|False
2012-03-04|Australia|Sri Lanka|True|False|True
2013-01-18|Australia|Sri Lanka|True|False|False
2014-01-17|Australia|England|True|False|True
2015-01-20|England|India|False|False|True
2015-02-21|Australia|Bangladesh|True|False|False
2015-02-25|Ireland|United Arab Emirates|False|False|True
2015-03-01|Pakistan|Zimbabwe|False|False|True
2016-01-15|Australia|India|True|False|True
2017-01-13|Australia|Pakistan|True|False|True
2018-01-18|Australia|England|True|False|False
2015-02-21|Australia|Bangladesh|True|False|False
2015-02-25|Ireland|United Arab Emirates|False|False|True
2015-03-01|Pakistan|Zimbabwe|False|False|True
1980-11-21|Pakistan|West Indies|True|False|False
1982-03-12|Pakistan|Sri Lanka|True|False|True
1982-03-31|Pakistan|Sri Lanka|True|False|True
1982-10-22|Pakistan|Australia|True|False|False
1983-01-21|Pakistan|India|True|False|True
1984-03-26|Pakistan|England|True|False|False
1985-12-06|Pakistan|West Indies|True|False|False
1987-10-13|Sri Lanka|West Indies|False|False|False
1987-10-20|Pakistan|England|True|False|True
1987-10-30|Pakistan|West Indies|True|False|False
1987-11-20|Pakistan|England|True|False|False
1988-10-14|Pakistan|Australia|True|False|False
1989-12-20|Pakistan|India|True|False|False
1987-10-13|Sri Lanka|West Indies|False|False|False
1987-10-20|Pakistan|England|True|False|True
1987-10-30|Pakistan|West Indies|True|False|False
1990-11-09|Pakistan|West Indies|True|False|True
1991-11-20|Pakistan|West Indies|True|False|False
1992-01-13|Pakistan|Sri Lanka|True|False|True
1993-12-24|Pakistan|Zimbabwe|True|False|True
1994-10-16|Pakistan|South Africa|True|False|True
1996-02-29|Pakistan|South Africa|True|False|False
1996-03-03|Pakistan|England|True|False|True
1996-03-11|South Africa|West Indies|False|False|False
1996-12-08|Pakistan|New Zealand|True|False|False
1997-09-30|Pakistan|India|True|False|False
1998-11-06|Pakistan|Australia|True|False|False
1996-02-29|Pakistan|South Africa|True|False|False
1996-03-03|Pakistan|England|True|False|True
1996-03-11|South Africa|West Indies|False|False|False
2000-02-13|Pakistan|Sri Lanka|True|False|False
2000-10-24|Pakistan|England|True|False|False
2002-04-21|Pakistan|New Zealand|True|False|True
2003-09-21|Pakistan|Bangladesh|True|False|True
2004-03-13|Pakistan|India|True|False|False
2004-10-06|Pakistan|Sri Lanka|True|False|True
2005-12-15|Pakistan|England|True|False|True
2006-02-19|Pakistan|India|True|False|False
2006-12-16|Pakistan|West Indies|True|False|True
2008-01-21|Pakistan|Zimbabwe|True|False|True
2008-04-19|Pakistan|Bangladesh|True|False|True
2008-06-24|Pakistan|Hong Kong|True|False|True
2008-06-25|Hong Kong|India|False|False|False
2008-06-26|Pakistan|India|True|False|False
2008-06-28|Bangladesh|India|False|False|False
2008-06-29|Pakistan|Sri Lanka|True|False|False
2008-06-30|Bangladesh|Sri Lanka|False|False|False
2008-07-02|Pakistan|India|True|False|True
2008-07-03|India|Sri Lanka|False|False|True
2008-07-04|Pakistan|Bangladesh|True|False|True
2008-07-06|India|Sri Lanka|False|False|False
2009-01-20|Pakistan|Sri Lanka|True|False|True
2009-01-21|Pakistan|Sri Lanka|True|False|False
1981-02-15|New Zealand|India|True|False|True
1985-01-15|New Zealand|Pakistan|True|False|True
1989-03-14|New Zealand|Pakistan|True|False|True
1990-03-08|Australia|India|False|False|True
1992-02-25|New Zealand|Sri Lanka|True|False|True
1992-03-07|India|Zimbabwe|False|False|True
1993-03-27|New Zealand|Australia|True|False|True
1995-02-18|India|South Africa|False|False|False
1995-03-29|New Zealand|Sri Lanka|True|False|True
1998-02-04|New Zealand|Zimbabwe|True|False|True
1992-02-25|New Zealand|Sri Lanka|True|False|True
1992-03-07|India|Zimbabwe|False|False|True
2001-02-08|New Zealand|Sri Lanka|True|False|False
2003-01-14|New Zealand|India|True|False|True
2007-01-09|New Zealand|Sri Lanka|True|False|False
2007-02-20|New Zealand|Australia|True|False|True
2008-02-12|New Zealand|England|True|False|True
2009-03-11|New Zealand|India|True|False|False
2010-03-09|New Zealand|Australia|True|False|False
2011-02-03|New Zealand|Pakistan|True|False|False
2013-02-17|New Zealand|England|True|False|True
2014-01-07|New Zealand|West Indies|True|False|False
2014-01-22|New Zealand|India|True|False|True
2014-01-28|New Zealand|India|True|False|True
2014-10-27|New Zealand|South Africa|True|False|False
2015-01-15|New Zealand|Sri Lanka|True|False|False
2015-02-15|South Africa|Zimbabwe|False|False|True
2015-03-10|India|Ireland|False|False|True
2015-03-13|New Zealand|Bangladesh|True|False|True
2016-02-08|New Zealand|Australia|True|False|True
2017-02-05|New Zealand|Australia|True|False|True
2017-02-19|New Zealand|South Africa|True|False|False
2017-03-01|New Zealand|South Africa|True|False|True
2018-01-16|New Zealand|Pakistan|True|False|True
2018-02-25|New Zealand|England|True|False|True
2019-01-31|New Zealand|India|True|False|True
2015-02-15|South Africa|Zimbabwe|False|False|True
2015-03-10|India|Ireland|False|False|True
2015-03-13|New Zealand|Bangladesh|True|False|True
1981-12-20|India|England|True|False|True
1989-10-25|Pakistan|West Indies|False|False|False
1994-02-20|India|Sri Lanka|True|False|False
1982-01-27|India|England|True|False|True
1984-12-27|India|England|True|False|False
1987-10-30|Australia|Zimbabwe|False|False|True
1988-12-12|India|New Zealand|True|False|True
1989-10-22|England|Pakistan|False|False|True
1987-10-30|Australia|Zimbabwe|False|False|True
1990-12-28|India|Sri Lanka|True|False|False
1994-11-09|India|West Indies|True|False|True
1996-02-18|India|Kenya|True|False|True
1996-10-27|India|Australia|True|False|False
1998-04-09|India|Zimbabwe|True|False|True
1996-02-18|India|Kenya|True|False|True
2000-12-02|India|Zimbabwe|True|False|True
2002-01-22|India|England|True|False|False
2003-11-06|India|New Zealand|True|False|False
2007-01-24|India|West Indies|True|False|True
2008-11-26|India|England|True|False|True
2009-12-21|India|Sri Lanka|True|False|True
2011-11-29|India|West Indies|True|False|True
2013-10-26|India|Australia|True|False|False
2014-11-02|India|Sri Lanka|True|False|True
2017-01-19|India|England|True|False|True
1982-02-13|Sri Lanka|England|True|False|False
1982-02-14|Sri Lanka|England|True|False|True
1983-04-29|Sri Lanka|Australia|True|False|False
1983-04-30|Sri Lanka|Australia|True|False|False
1984-03-03|Sri Lanka|New Zealand|True|False|False
1985-08-25|Sri Lanka|India|True|False|False
1986-03-11|Sri Lanka|Pakistan|True|False|False
1986-04-06|Sri Lanka|Pakistan|True|False|True
1986-04-07|New Zealand|Pakistan|False|False|False
1993-12-18|Sri Lanka|West Indies|True|False|False
1994-08-07|Sri Lanka|Pakistan|True|False|False
1994-08-22|Sri Lanka|Pakistan|True|False|False
1994-09-07|Australia|Pakistan|False|False|True
1994-09-11|Sri Lanka|Pakistan|True|False|True
1994-09-17|Sri Lanka|India|True|False|False
1996-02-21|Sri Lanka|Zimbabwe|True|False|True
1996-09-01|India|Zimbabwe|False|False|True
1996-09-03|Sri Lanka|Zimbabwe|True|False|True
1996-09-06|Australia|India|False|False|True
1997-07-20|India|Pakistan|False|False|False
1997-07-21|India|Pakistan|False|False|False
1997-07-22|Sri Lanka|Bangladesh|True|False|True
1997-07-24|Bangladesh|India|False|False|False
1997-08-23|Sri Lanka|India|True|False|False
1997-08-24|Sri Lanka|India|True|False|True
1998-01-22|Sri Lanka|Zimbabwe|True|False|True
1998-01-26|Sri Lanka|Zimbabwe|True|False|True
1998-07-01|Sri Lanka|India|True|False|True
1998-07-03|India|New Zealand|False|False|False
1998-07-05|Sri Lanka|New Zealand|True|False|True
1999-08-28|Australia|India|False|False|True
1999-08-29|Sri Lanka|India|True|False|False
1996-02-21|Sri Lanka|Zimbabwe|True|False|True
2000-07-11|Sri Lanka|South Africa|True|False|True
2000-07-12|Pakistan|South Africa|False|False|False
2001-03-27|Sri Lanka|England|True|False|True
2001-07-31|Sri Lanka|New Zealand|True|False|True
2001-08-01|Sri Lanka|India|True|False|False
2001-08-02|India|New Zealand|False|False|True
2001-12-08|Sri Lanka|Zimbabwe|True|False|True
2001-12-09|West Indies|Zimbabwe|False|False|False
2002-08-04|Sri Lanka|Bangladesh|True|False|True
2002-08-05|Sri Lanka|Bangladesh|True|False|True
2002-09-13|South Africa|West Indies|False|False|True
2002-09-15|Australia|New Zealand|False|False|True
2002-09-17|Kenya|West Indies|False|False|False
2002-09-19|Australia|Bangladesh|False|False|True
2002-09-21|Netherlands|Pakistan|False|False|False
2002-09-23|Bangladesh|New Zealand|False|False|False
2004-02-29|Sri Lanka|Australia|True|False|True
2004-07-16|Bangladesh|Hong Kong|False|False|True
2004-07-17|Bangladesh|Pakistan|False|False|False
2004-07-18|Hong Kong|Pakistan|False|False|False
2004-07-21|Bangladesh|India|False|False|False
2004-08-31|Sri Lanka|South Africa|True|False|True
2005-08-31|Sri Lanka|Bangladesh|True|False|True
2006-03-22|Sri Lanka|Pakistan|True|False|False
2006-08-18|Sri Lanka|India|True|False|False
2006-08-20|Sri Lanka|India|True|False|False
2011-01-31|Sri Lanka|West Indies|True|False|False
2011-02-03|Sri Lanka|West Indies|True|False|True
2011-02-06|Sri Lanka|West Indies|True|False|True
2017-04-01|Sri Lanka|Bangladesh|True|False|True
1982-09-20|Pakistan|Australia|True|False|True
1985-11-03|Pakistan|Sri Lanka|True|False|True
1986-11-18|Pakistan|West Indies|True|False|True
1987-10-08|Pakistan|Sri Lanka|True|False|True
1987-10-08|Pakistan|Sri Lanka|True|False|True
1992-01-15|Pakistan|Sri Lanka|True|False|True
1997-09-28|Pakistan|India|True|False|True
2008-01-24|Pakistan|Zimbabwe|True|False|True
1982-12-17|Pakistan|India|True|False|True
1984-12-07|Pakistan|New Zealand|True|False|True
1986-11-17|Pakistan|West Indies|True|False|False
1990-11-13|Pakistan|West Indies|True|False|True
1992-01-17|Pakistan|Sri Lanka|True|False|False
1994-10-14|Pakistan|Australia|True|False|False
1983-03-09|West Indies|India|True|False|True
1984-03-14|West Indies|Australia|True|False|False
1985-03-27|West Indies|New Zealand|True|False|True
1985-04-17|West Indies|New Zealand|True|False|True
1986-03-04|West Indies|England|True|False|False
1986-03-31|West Indies|England|True|False|True
1988-03-18|West Indies|Pakistan|True|False|True
1988-03-20|West Indies|Pakistan|True|False|True
1989-03-09|West Indies|India|True|False|True
1989-03-11|West Indies|India|True|False|True
1990-02-14|West Indies|England|True|False|False
1990-02-17|West Indies|England|True|False|False
1991-03-09|West Indies|Australia|True|False|False
1991-03-10|West Indies|Australia|True|False|True
1992-04-11|West Indies|South Africa|True|False|True
1992-04-12|West Indies|South Africa|True|False|True
1993-03-26|West Indies|Pakistan|True|False|True
1993-03-27|West Indies|Pakistan|True|False|False
1994-03-05|West Indies|England|True|False|True
1994-03-06|West Indies|England|True|False|False
1995-03-11|West Indies|Australia|True|False|False
1995-03-12|West Indies|Australia|True|False|True
1996-03-29|West Indies|New Zealand|True|False|False
1996-03-30|West Indies|New Zealand|True|False|True
1996-04-13|West Indies|Sri Lanka|True|False|False
1997-04-26|West Indies|India|True|False|True
1997-04-27|West Indies|India|True|False|False
1997-06-06|West Indies|Sri Lanka|True|False|True
1998-04-08|West Indies|England|True|False|True
1999-04-17|West Indies|Australia|True|False|True
