DATE|TEAM.1|TEAM.2|IS_HOST.1|IS_HOST.2|Y
1999-04-18|West Indies|Australia|True|False|False
2000-04-22|West Indies|Pakistan|True|False|True
2000-04-23|West Indies|Pakistan|True|False|False
2001-05-12|West Indies|South Africa|True|False|False
2002-06-01|West Indies|India|True|False|True
2002-06-02|West Indies|India|True|False|False
2002-06-12|West Indies|New Zealand|True|False|False
2003-05-24|West Indies|Australia|True|False|False
2003-05-25|West Indies|Australia|True|False|True
2004-04-24|West Indies|England|True|False|False
2004-04-25|West Indies|England|True|False|False
2005-05-14|West Indies|South Africa|True|False|False
2005-05-15|West Indies|South Africa|True|False|False
2006-05-13|West Indies|Zimbabwe|True|False|False
2006-05-14|West Indies|Zimbabwe|True|False|True
2006-05-16|Canada|Zimbabwe|False|False|False
2006-05-17|Bermuda|Canada|False|False|True
2006-05-18|Bermuda|Zimbabwe|False|False|False
2006-05-20|Bermuda|Zimbabwe|False|False|False
2006-05-26|West Indies|India|True|False|True
2006-05-28|West Indies|India|True|False|True
2007-03-15|Bermuda|Sri Lanka|False|False|False
2007-03-17|Bangladesh|India|False|False|True
2007-03-19|Bermuda|India|False|False|False
2007-03-21|Bangladesh|Sri Lanka|False|False|False
2007-03-23|India|Sri Lanka|False|False|False
2007-03-23|West Indies|Ireland|True|False|True
2007-03-25|Bangladesh|Bermuda|False|False|True
2008-04-10|West Indies|Sri Lanka|True|False|True
2008-04-12|West Indies|Sri Lanka|True|False|True
2007-03-15|Bermuda|Sri Lanka|False|False|False
2007-03-17|Bangladesh|India|False|False|True
2007-03-19|Bermuda|India|False|False|False
2007-03-21|Bangladesh|Sri Lanka|False|False|False
2007-03-23|India|Sri Lanka|False|False|False
2007-03-23|West Indies|Ireland|True|False|True
2007-03-25|Bangladesh|Bermuda|False|False|True
2010-06-03|West Indies|South Africa|True|False|False
2011-06-06|West Indies|India|True|False|False
2011-06-08|West Indies|India|True|False|False
2013-07-05|West Indies|India|True|False|False
2013-07-07|West Indies|Sri Lanka|True|False|False
2013-07-09|India|Sri Lanka|False|False|True
2013-07-11|India|Sri Lanka|False|False|True
2017-06-23|West Indies|India|True|False|False
2017-06-25|West Indies|India|True|False|False
1983-03-19|New Zealand|Sri Lanka|True|False|True
1985-01-12|New Zealand|Pakistan|True|False|True
1988-03-16|New Zealand|England|True|False|True
1991-01-26|New Zealand|Sri Lanka|True|False|True
1992-03-03|New Zealand|Zimbabwe|True|False|True
1992-12-28|New Zealand|Pakistan|True|False|True
1994-03-25|New Zealand|India|True|False|True
1995-02-16|New Zealand|India|True|False|True
1996-02-03|New Zealand|Zimbabwe|True|False|False
1997-02-26|New Zealand|England|True|False|False
1998-02-12|New Zealand|Australia|True|False|True
1998-03-06|New Zealand|Zimbabwe|True|False|True
1999-01-12|New Zealand|India|True|False|False
1999-03-25|New Zealand|South Africa|True|False|False
1999-03-26|New Zealand|South Africa|True|False|False
1992-03-03|New Zealand|Zimbabwe|True|False|True
1996-02-03|New Zealand|Zimbabwe|True|False|False
2000-01-06|New Zealand|West Indies|True|False|True
2000-03-01|New Zealand|Australia|True|False|False
2001-01-31|New Zealand|Sri Lanka|True|False|False
2001-02-20|New Zealand|Pakistan|True|False|True
2002-02-20|New Zealand|England|True|False|False
2002-12-29|New Zealand|India|True|False|True
2004-01-14|New Zealand|Pakistan|True|False|True
2004-03-02|New Zealand|South Africa|True|False|True
2005-03-05|New Zealand|Australia|True|False|False
2006-01-08|New Zealand|Sri Lanka|True|False|False
2006-03-01|New Zealand|West Indies|True|False|True
2006-12-28|New Zealand|Sri Lanka|True|False|False
2007-12-28|New Zealand|Bangladesh|True|False|True
2008-02-20|New Zealand|England|True|False|False
2009-01-13|New Zealand|West Indies|True|False|True
2009-03-03|New Zealand|India|True|False|False
2010-02-05|New Zealand|Bangladesh|True|False|True
2010-03-03|New Zealand|Australia|True|False|True
2011-02-01|New Zealand|Pakistan|True|False|False
2012-02-09|New Zealand|Zimbabwe|True|False|True
2012-02-29|New Zealand|South Africa|True|False|False
2013-02-20|New Zealand|England|True|False|False
2013-12-29|New Zealand|West Indies|True|False|False
2014-01-19|New Zealand|India|True|False|True
2015-02-03|New Zealand|Pakistan|True|False|True
2015-03-04|Pakistan|United Arab Emirates|False|False|True
2015-03-08|New Zealand|Afghanistan|True|False|True
2015-03-15|United Arab Emirates|West Indies|False|False|False
2016-01-28|New Zealand|Pakistan|True|False|False
2017-02-02|New Zealand|Australia|True|False|False
2019-01-23|New Zealand|India|True|False|False
2019-02-13|New Zealand|Bangladesh|True|False|True
2015-03-04|Pakistan|United Arab Emirates|False|False|True
2015-03-08|New Zealand|Afghanistan|True|False|True
2015-03-15|United Arab Emirates|West Indies|False|False|False
1983-10-02|India|Pakistan|True|False|True
1986-09-07|India|Australia|True|False|True
1987-10-26|England|West Indies|False|False|True
1987-10-26|England|West Indies|False|False|True
1993-01-18|India|England|True|False|False
1994-11-11|India|West Indies|True|False|True
1996-03-04|Australia|West Indies|False|False|False
1996-10-23|India|South Africa|True|False|False
1999-03-24|India|Pakistan|True|False|False
1996-03-04|Australia|West Indies|False|False|False
2005-10-31|India|Sri Lanka|True|False|True
2006-10-11|Bangladesh|West Indies|False|False|False
2006-10-13|Bangladesh|Zimbabwe|False|False|True
2006-10-15|India|England|True|False|True
2006-10-17|Pakistan|Sri Lanka|False|False|True
2006-10-21|Australia|England|False|False|True
2006-11-02|South Africa|West Indies|False|False|False
2007-11-18|India|Pakistan|True|False|False
2010-02-21|India|South Africa|True|False|True
2010-12-01|India|New Zealand|True|False|True
2013-10-16|India|Australia|True|False|True
1984-03-31|Sri Lanka|New Zealand|True|False|True
1984-11-04|Sri Lanka|New Zealand|True|False|False
1986-03-08|Sri Lanka|Pakistan|True|False|False
1986-03-31|Bangladesh|Pakistan|False|False|False
1993-03-20|Sri Lanka|England|True|False|True
1993-08-14|Sri Lanka|India|True|False|True
1984-04-06|Pakistan|Sri Lanka|False|False|False
1984-04-08|India|Sri Lanka|False|False|True
1984-04-13|Pakistan|India|False|False|False
1985-03-22|India|Pakistan|False|False|True
1985-03-24|Australia|England|False|False|True
1985-03-26|England|Pakistan|False|False|False
1985-03-29|Australia|India|False|False|False
1985-11-15|Pakistan|West Indies|False|False|False
1985-11-17|India|Pakistan|False|False|False
1985-11-22|India|West Indies|False|False|False
1986-04-10|India|New Zealand|False|False|True
1986-04-11|Australia|Pakistan|False|False|False
1986-04-13|India|Sri Lanka|False|False|True
1986-04-15|New Zealand|Pakistan|False|False|False
1986-04-18|India|Pakistan|False|False|False
1986-11-27|India|Sri Lanka|False|False|True
1986-11-28|Pakistan|West Indies|False|False|False
1986-11-30|India|West Indies|False|False|False
1986-12-02|Pakistan|Sri Lanka|False|False|True
1986-12-03|Sri Lanka|West Indies|False|False|False
1986-12-05|India|Pakistan|False|False|False
1987-04-02|England|India|False|False|False
1987-04-03|Australia|Pakistan|False|False|False
1987-04-05|Australia|India|False|False|False
1987-04-07|England|Pakistan|False|False|True
1987-04-09|Australia|England|False|False|False
1987-04-10|India|Pakistan|False|False|False
1988-03-25|India|Sri Lanka|False|False|True
1988-03-27|India|New Zealand|False|False|True
1988-03-29|New Zealand|Sri Lanka|False|False|True
1988-03-31|New Zealand|Sri Lanka|False|False|True
1988-04-01|India|New Zealand|False|False|True
1988-10-16|India|West Indies|False|False|True
1988-10-18|Pakistan|West Indies|False|False|True
1988-10-19|India|Pakistan|False|False|False
1988-10-21|India|West Indies|False|False|False
1988-10-22|Pakistan|West Indies|False|False|False
1989-03-23|Pakistan|Sri Lanka|False|False|True
1989-03-24|Pakistan|Sri Lanka|False|False|True
1989-10-13|India|West Indies|False|False|False
1989-10-14|Pakistan|West Indies|False|False|True
1989-10-15|India|Pakistan|False|False|False
1989-10-16|India|West Indies|False|False|True
1989-10-17|Pakistan|West Indies|False|False|True
1989-10-20|India|Pakistan|False|False|False
1990-04-25|India|Sri Lanka|False|False|False
1990-04-26|Australia|New Zealand|False|False|True
1990-04-27|India|Pakistan|False|False|False
1990-04-28|Bangladesh|New Zealand|False|False|False
1990-04-29|Pakistan|Sri Lanka|False|False|True
1990-04-30|Australia|Bangladesh|False|False|True
1990-05-01|New Zealand|Pakistan|False|False|False
1990-05-02|Australia|Sri Lanka|False|False|True
1990-05-04|Australia|Pakistan|False|False|False
1990-12-20|Pakistan|Sri Lanka|False|False|False
1990-12-21|Pakistan|Sri Lanka|False|False|True
1991-10-17|Pakistan|West Indies|False|False|False
1991-10-18|India|Pakistan|False|False|True
1991-10-19|India|West Indies|False|False|True
1991-10-21|Pakistan|West Indies|False|False|True
1991-10-22|India|West Indies|False|False|True
1991-10-23|India|Pakistan|False|False|False
1991-10-25|India|Pakistan|False|False|False
1993-02-01|Pakistan|Zimbabwe|False|False|True
1993-02-02|Pakistan|Sri Lanka|False|False|True
1993-02-03|Sri Lanka|Zimbabwe|False|False|True
1993-02-04|Pakistan|Sri Lanka|False|False|True
1993-10-28|Sri Lanka|West Indies|False|False|False
1993-10-29|Pakistan|West Indies|False|False|False
1993-10-30|Pakistan|Sri Lanka|False|False|True
1993-11-01|Pakistan|West Indies|False|False|True
1993-11-02|Pakistan|Sri Lanka|False|False|True
1993-11-03|Sri Lanka|West Indies|False|False|False
1993-11-05|Pakistan|West Indies|False|False|False
1994-04-13|United Arab Emirates|India|True|False|False
1994-04-14|Australia|Sri Lanka|False|False|True
1994-04-15|India|Pakistan|False|False|False
1994-04-16|Australia|New Zealand|False|False|True
1994-04-17|United Arab Emirates|Pakistan|True|False|False
1994-04-18|New Zealand|Sri Lanka|False|False|True
1994-04-19|Australia|India|False|False|False
1994-04-20|New Zealand|Pakistan|False|False|False
1994-04-22|India|Pakistan|False|False|False
1995-04-05|Bangladesh|India|False|False|False
1995-04-06|Bangladesh|Sri Lanka|False|False|False
1995-04-07|India|Pakistan|False|False|False
1995-04-08|Bangladesh|Pakistan|False|False|False
1995-04-09|India|Sri Lanka|False|False|True
1995-04-11|Pakistan|Sri Lanka|False|False|False
1995-04-14|India|Sri Lanka|False|False|True
1995-10-11|Sri Lanka|West Indies|False|False|True
1995-10-12|Pakistan|Sri Lanka|False|False|True
1995-10-13|Pakistan|West Indies|False|False|True
1995-10-15|Pakistan|West Indies|False|False|False
1995-10-16|Sri Lanka|West Indies|False|False|False
1995-10-17|Pakistan|Sri Lanka|False|False|False
1995-10-20|Sri Lanka|West Indies|False|False|True
1996-04-12|India|Pakistan|False|False|False
1996-04-13|Pakistan|South Africa|False|False|False
1996-04-14|India|South Africa|False|False|False
1996-04-15|India|Pakistan|False|False|True
1996-04-16|Pakistan|South Africa|False|False|False
1996-04-17|India|South Africa|False|False|False
1996-04-19|India|South Africa|False|False|False
1996-11-07|New Zealand|Sri Lanka|False|False|True
1996-11-08|Pakistan|Sri Lanka|False|False|False
1996-11-10|New Zealand|Pakistan|False|False|False
1996-11-11|New Zealand|Sri Lanka|False|False|False
1996-11-12|Pakistan|Sri Lanka|False|False|True
1996-11-13|New Zealand|Pakistan|False|False|False
1996-11-15|New Zealand|Pakistan|False|False|False
1997-04-03|Sri Lanka|Zimbabwe|False|False|True
1997-04-04|Pakistan|Sri Lanka|False|False|False
1997-04-06|Pakistan|Zimbabwe|False|False|True
1997-04-07|Pakistan|Sri Lanka|False|False|False
1997-04-08|Sri Lanka|Zimbabwe|False|False|False
1997-04-09|Pakistan|Zimbabwe|False|False|True
1997-04-11|Pakistan|Sri Lanka|False|False|False
1997-12-11|England|India|False|False|True
1997-12-12|Pakistan|West Indies|False|False|False
1997-12-13|England|West Indies|False|False|True
1997-12-14|India|Pakistan|False|False|False
1997-12-15|England|Pakistan|False|False|True
1997-12-16|India|West Indies|False|False|False
1997-12-19|England|West Indies|False|False|True
1998-04-17|India|New Zealand|False|False|True
1998-04-18|Australia|New Zealand|False|False|True
1998-04-19|Australia|India|False|False|True
1998-04-20|India|New Zealand|False|False|False
1998-04-21|Australia|New Zealand|False|False|True
1998-04-22|Australia|India|False|False|True
1998-04-24|Australia|India|False|False|False
1998-11-06|India|Sri Lanka|False|False|True
1998-11-07|Sri Lanka|Zimbabwe|False|False|False
1998-11-08|India|Zimbabwe|False|False|True
1998-11-09|India|Sri Lanka|False|False|True
1998-11-10|Sri Lanka|Zimbabwe|False|False|False
1998-11-11|India|Zimbabwe|False|False|False
1998-11-13|India|Zimbabwe|False|False|True
1999-04-07|England|Pakistan|False|False|False
1999-04-08|India|Pakistan|False|False|False
1999-04-09|England|India|False|False|False
1999-04-11|England|India|False|False|False
1999-04-12|England|Pakistan|False|False|True
1999-04-13|India|Pakistan|False|False|True
1999-04-16|India|Pakistan|False|False|False
1999-10-13|Sri Lanka|West Indies|False|False|False
1999-10-14|Pakistan|West Indies|False|False|True
1999-10-15|Pakistan|Sri Lanka|False|False|False
1999-10-17|Sri Lanka|West Indies|False|False|True
1999-10-18|Pakistan|Sri Lanka|False|False|True
1999-10-19|Pakistan|West Indies|False|False|True
1999-10-22|Pakistan|Sri Lanka|False|False|True
2000-03-22|India|South Africa|False|False|False
2000-03-23|India|Pakistan|False|False|True
2000-03-24|Pakistan|South Africa|False|False|False
2000-03-26|India|Pakistan|False|False|False
2000-03-27|India|South Africa|False|False|False
2000-03-28|Pakistan|South Africa|False|False|True
2000-03-31|Pakistan|South Africa|False|False|True
2000-10-20|India|Sri Lanka|False|False|False
2000-10-21|Sri Lanka|Zimbabwe|False|False|True
2000-10-22|India|Zimbabwe|False|False|True
2000-10-25|Sri Lanka|Zimbabwe|False|False|True
2000-10-26|India|Zimbabwe|False|False|True
2000-10-27|India|Sri Lanka|False|False|False
2000-10-29|India|Sri Lanka|False|False|False
2001-04-08|Pakistan|Sri Lanka|False|False|True
2001-04-10|New Zealand|Sri Lanka|False|False|False
2001-04-12|New Zealand|Pakistan|False|False|False
2001-04-13|Pakistan|Sri Lanka|False|False|True
2001-04-15|New Zealand|Pakistan|False|False|False
2001-04-17|New Zealand|Sri Lanka|False|False|True
2001-04-20|Pakistan|Sri Lanka|False|False|False
2001-10-26|Sri Lanka|Zimbabwe|False|False|True
2001-10-27|Pakistan|Sri Lanka|False|False|False
2001-10-28|Pakistan|Zimbabwe|False|False|True
2001-10-30|Sri Lanka|Zimbabwe|False|False|True
2001-10-31|Pakistan|Zimbabwe|False|False|True
2001-11-02|Pakistan|Sri Lanka|False|False|True
2001-11-04|Pakistan|Sri Lanka|False|False|True
2002-02-14|Pakistan|West Indies|False|False|True
2002-02-15|Pakistan|West Indies|False|False|True
2002-02-17|Pakistan|West Indies|False|False|False
2002-04-08|Sri Lanka|Pakistan|False|False|True
2002-04-09|Sri Lanka|New Zealand|False|False|False
2002-04-11|Pakistan|New Zealand|False|False|True
2002-04-12|Pakistan|Sri Lanka|False|False|False
2002-04-14|Sri Lanka|New Zealand|False|False|True
2002-04-15|New Zealand|Pakistan|False|False|False
2002-04-17|Pakistan|Sri Lanka|False|False|True
2003-04-03|Pakistan|Zimbabwe|False|False|True
2003-04-04|Pakistan|Sri Lanka|False|False|True
2003-04-05|Kenya|Zimbabwe|False|False|False
2003-04-06|Kenya|Sri Lanka|False|False|False
2003-04-07|Sri Lanka|Zimbabwe|False|False|False
2003-04-08|Kenya|Pakistan|False|False|False
2003-04-10|Pakistan|Zimbabwe|False|False|True
2010-02-16|Afghanistan|Canada|False|False|True
2010-02-18|Afghanistan|Canada|False|False|False
2011-11-20|Pakistan|Sri Lanka|False|False|True
2012-02-10|Pakistan|Afghanistan|False|False|True
2012-03-29|Afghanistan|Netherlands|False|False|False
2012-03-31|Afghanistan|Netherlands|False|False|True
2012-08-25|Afghanistan|Australia|False|False|False
2012-08-28|Pakistan|Australia|False|False|False
2012-09-03|Pakistan|Australia|False|False|False
2013-03-06|Afghanistan|Scotland|False|False|True
2013-03-08|Afghanistan|Scotland|False|False|True
2013-10-02|Afghanistan|Kenya|False|False|True
2013-10-04|Afghanistan|Kenya|False|False|True
2013-10-30|Pakistan|South Africa|False|False|False
2013-11-11|Pakistan|South Africa|False|False|False
2013-12-18|Pakistan|Sri Lanka|False|False|True
2013-12-22|Pakistan|Sri Lanka|False|False|True
2014-10-07|Pakistan|Australia|False|False|False
2014-12-12|Pakistan|New Zealand|False|False|False
2014-12-14|Pakistan|New Zealand|False|False|True
2015-11-17|Pakistan|England|False|False|False
2015-12-25|Afghanistan|Zimbabwe|False|False|True
2015-12-29|Afghanistan|Zimbabwe|False|False|True
2016-01-02|Afghanistan|Zimbabwe|False|False|False
2016-01-04|Afghanistan|Zimbabwe|False|False|False
2016-01-06|Afghanistan|Zimbabwe|False|False|True
2016-09-30|Pakistan|West Indies|False|False|True
2016-10-02|Pakistan|West Indies|False|False|True
2017-10-20|Pakistan|Sri Lanka|False|False|True
2017-10-23|Pakistan|Sri Lanka|False|False|True
2017-12-05|Afghanistan|Ireland|False|False|True
2017-12-07|Afghanistan|Ireland|False|False|False
2017-12-10|Afghanistan|Ireland|False|False|False
2018-02-09|Afghanistan|Zimbabwe|False|False|True
2018-02-11|Afghanistan|Zimbabwe|False|False|False
2018-02-13|Afghanistan|Zimbabwe|False|False|True
2018-02-16|Afghanistan|Zimbabwe|False|False|True
2018-02-19|Afghanistan|Zimbabwe|False|False|True
2019-03-22|Pakistan|Australia|False|False|False
2019-03-23|Pakistan|Australia|False|False|False
1984-04-26|West Indies|Australia|True|False|True
1986-02-18|West Indies|England|True|False|True
1988-03-12|West Indies|Pakistan|True|False|True
1990-03-03|West Indies|England|True|False|True
1991-02-26|West Indies|Australia|True|False|False
1992-04-07|West Indies|South Africa|True|False|True
1993-03-23|West Indies|Pakistan|True|False|True
1994-02-26|West Indies|England|True|False|True
1996-03-26|West Indies|New Zealand|True|False|True
2000-04-01|West Indies|Zimbabwe|True|False|True
2000-04-02|West Indies|Zimbabwe|True|False|True
2001-04-28|West Indies|South Africa|True|False|True
2002-05-25|West Indies|India|True|False|False
2002-05-26|West Indies|India|True|False|False
2002-06-05|West Indies|New Zealand|True|False|False
2003-05-17|West Indies|Australia|True|False|False
2003-05-18|West Indies|Australia|True|False|False
2005-05-07|West Indies|South Africa|True|False|False
2005-05-08|West Indies|South Africa|True|False|False
2006-05-18|West Indies|India|True|False|False
2006-05-20|West Indies|India|True|False|True
2007-03-13|West Indies|Pakistan|True|False|True
2007-03-15|Ireland|Zimbabwe|False|False|False
2007-03-17|Ireland|Pakistan|False|False|True
2007-03-19|West Indies|Zimbabwe|True|False|True
2007-03-21|Pakistan|Zimbabwe|False|False|True
2007-04-24|New Zealand|Sri Lanka|False|False|False
2009-06-26|West Indies|India|True|False|False
2009-06-28|West Indies|India|True|False|True
2007-03-13|West Indies|Pakistan|True|False|True
2007-03-15|Ireland|Zimbabwe|False|False|False
2007-03-17|Ireland|Pakistan|False|False|True
2007-03-19|West Indies|Zimbabwe|True|False|True
2007-03-21|Pakistan|Zimbabwe|False|False|True
2007-04-24|New Zealand|Sri Lanka|False|False|False
2010-04-13|West Indies|Canada|True|False|True
2010-04-15|West Indies|Ireland|True|False|True
2011-06-16|West Indies|India|True|False|True
2012-07-05|West Indies|New Zealand|True|False|True
2012-07-07|West Indies|New Zealand|True|False|True
2013-06-28|West Indies|Sri Lanka|True|False|True
2013-06-30|West Indies|India|True|False|True
2013-07-02|India|Sri Lanka|False|False|False
2014-02-23|West Indies|Ireland|True|False|True
2017-07-06|West Indies|India|True|False|False
1984-10-05|India|Australia|True|False|False
1986-10-05|India|Australia|True|False|True
1987-10-26|India|Zimbabwe|True|False|True
1988-01-07|India|West Indies|True|False|False
1989-10-22|India|Sri Lanka|True|False|True
1987-10-26|India|Zimbabwe|True|False|True
1993-11-16|India|West Indies|True|False|False
1996-02-14|England|New Zealand|False|False|False
1998-04-03|Australia|Zimbabwe|False|False|True
1996-02-14|England|New Zealand|False|False|False
2000-12-05|India|Zimbabwe|True|False|True
2002-11-15|India|West Indies|True|False|True
2005-04-12|India|Pakistan|True|False|False
2005-11-06|India|Sri Lanka|True|False|False
2006-10-08|West Indies|Zimbabwe|False|False|True
2006-10-10|Sri Lanka|Zimbabwe|False|False|True
2006-10-24|South Africa|Sri Lanka|False|False|True
2006-10-26|India|West Indies|True|False|False
2006-10-28|England|West Indies|False|False|True
2010-02-27|India|South Africa|True|False|False
2011-02-21|Australia|Zimbabwe|False|False|True
2011-03-04|New Zealand|Zimbabwe|False|False|True
2011-03-24|India|Australia|True|False|True
2011-12-05|India|West Indies|True|False|False
2014-11-06|India|Sri Lanka|True|False|True
2011-02-21|Australia|Zimbabwe|False|False|True
2011-03-04|New Zealand|Zimbabwe|False|False|True
2011-03-24|India|Australia|True|False|True
1984-11-12|Pakistan|New Zealand|True|False|True
1985-10-13|Pakistan|Sri Lanka|True|False|True
1985-12-02|Pakistan|West Indies|True|False|False
1986-10-17|Pakistan|West Indies|True|False|False
1987-10-17|England|Sri Lanka|False|False|True
1987-11-22|Pakistan|England|True|False|False
1989-12-16|Pakistan|India|True|False|False
1987-10-17|England|Sri Lanka|False|False|True
1990-11-04|Pakistan|New Zealand|True|False|True
1994-10-24|Australia|South Africa|False|False|True
1996-02-18|England|United Arab Emirates|False|False|True
1996-02-22|England|Netherlands|False|False|True
1996-11-03|Pakistan|Zimbabwe|True|False|True
1998-11-08|Pakistan|Australia|True|False|False
1996-02-18|England|United Arab Emirates|False|False|True
1996-02-22|England|Netherlands|False|False|True
2004-03-19|Pakistan|India|True|False|True
2004-10-03|Pakistan|Zimbabwe|True|False|True
2006-02-06|Pakistan|India|True|False|True
1984-11-23|Pakistan|New Zealand|True|False|True
1987-10-25|Pakistan|Sri Lanka|True|False|True
1987-10-25|Pakistan|Sri Lanka|True|False|True
1991-11-24|Pakistan|West Indies|True|False|False
1994-10-18|Australia|South Africa|False|False|True
1994-10-28|Pakistan|South Africa|True|False|True
1995-10-01|Pakistan|Sri Lanka|True|False|False
1996-02-20|New Zealand|South Africa|False|False|False
1996-02-27|New Zealand|United Arab Emirates|False|False|True
1996-03-09|England|Sri Lanka|False|False|False
1996-02-20|New Zealand|South Africa|False|False|False
1996-02-27|New Zealand|United Arab Emirates|False|False|True
1996-03-09|England|Sri Lanka|False|False|False
2003-09-12|Pakistan|Bangladesh|True|False|True
2003-10-07|Pakistan|South Africa|True|False|False
2003-12-03|Pakistan|New Zealand|True|False|True
2006-12-07|Pakistan|West Indies|True|False|True
2007-10-23|Pakistan|South Africa|True|False|True
2008-01-30|Pakistan|Zimbabwe|True|False|True
2008-04-11|Pakistan|Bangladesh|True|False|True
1985-01-23|India|England|True|False|True
1987-03-24|India|Pakistan|True|False|False
1987-10-31|India|New Zealand|True|False|True
1987-12-08|India|West Indies|True|False|False
1989-10-30|England|Pakistan|False|False|False
1987-10-31|India|New Zealand|True|False|True
1990-12-01|India|Sri Lanka|True|False|True
1995-11-26|India|New Zealand|True|False|False
1996-03-01|Australia|Zimbabwe|False|False|True
1999-03-22|India|Sri Lanka|True|False|True
1996-03-01|Australia|Zimbabwe|False|False|True
2000-03-19|India|South Africa|True|False|False
2002-11-09|India|West Indies|True|False|False
2005-10-25|India|Sri Lanka|True|False|True
2007-01-21|India|West Indies|True|False|True
2007-10-14|India|Australia|True|False|False
1985-01-27|India|England|True|False|False
1987-10-27|Australia|New Zealand|False|False|True
1987-10-27|Australia|New Zealand|False|False|True
1990-12-25|India|Bangladesh|True|False|True
1993-01-21|India|England|True|False|True
2007-10-08|India|Australia|True|False|True
1985-04-23|West Indies|New Zealand|True|False|True
1986-03-19|West Indies|England|True|False|True
1989-03-07|West Indies|India|True|False|True
1990-04-03|West Indies|England|True|False|True
1991-03-13|West Indies|Australia|True|False|False
1994-02-16|West Indies|England|True|False|False
1995-03-08|West Indies|Australia|True|False|True
1997-05-03|West Indies|India|True|False|True
1998-03-29|West Indies|England|True|False|False
1998-04-01|West Indies|England|True|False|True
1999-04-24|West Indies|Australia|True|False|False
1999-04-25|West Indies|Australia|True|False|True
2000-04-19|West Indies|Pakistan|True|False|False
2001-05-09|West Indies|South Africa|True|False|False
2002-05-29|West Indies|India|True|False|False
2003-06-07|West Indies|Sri Lanka|True|False|False
2003-06-08|West Indies|Sri Lanka|True|False|False
2004-05-05|West Indies|England|True|False|False
2005-05-11|West Indies|South Africa|True|False|False
2007-04-11|Bangladesh|England|False|False|False
2007-04-13|Australia|Ireland|False|False|True
2007-04-15|Bangladesh|Ireland|False|False|False
2007-04-17|England|South Africa|False|False|False
2007-04-19|West Indies|Bangladesh|True|False|True
2007-04-21|West Indies|England|True|False|False
2007-04-28|Australia|Sri Lanka|False|False|True
2009-03-27|West Indies|England|True|False|True
2009-03-29|West Indies|England|True|False|False
2007-04-11|Bangladesh|England|False|False|False
2007-04-13|Australia|Ireland|False|False|True
2007-04-15|Bangladesh|Ireland|False|False|False
2007-04-17|England|South Africa|False|False|False
2007-04-19|West Indies|Bangladesh|True|False|True
2007-04-21|West Indies|England|True|False|False
2007-04-28|Australia|Sri Lanka|False|False|True
2011-04-28|West Indies|Pakistan|True|False|False
2011-05-02|West Indies|Pakistan|True|False|True
2016-06-19|Australia|South Africa|False|False|False
2016-06-21|West Indies|Australia|True|False|False
2016-06-24|West Indies|South Africa|True|False|True
2016-06-26|West Indies|Australia|True|False|False
2017-03-09|West Indies|England|True|False|False
2019-02-20|West Indies|England|True|False|False
2019-02-22|West Indies|England|True|False|True
1985-12-04|Pakistan|West Indies|True|False|True
1987-10-12|Pakistan|England|True|False|True
1987-10-12|Pakistan|England|True|False|True
1986-03-02|Sri Lanka|Pakistan|True|False|False
1986-04-02|Sri Lanka|Bangladesh|True|False|True
1993-08-22|Sri Lanka|South Africa|True|False|False
1996-03-06|Sri Lanka|Kenya|True|False|True
1996-03-06|Sri Lanka|Kenya|True|False|True
2001-12-15|Sri Lanka|West Indies|True|False|True
2001-12-16|West Indies|Zimbabwe|False|False|True
1987-01-17|India|Sri Lanka|True|False|True
1987-10-17|India|Zimbabwe|True|False|True
1987-11-05|India|England|True|False|False
1989-10-30|India|West Indies|True|False|False
1987-10-17|India|Zimbabwe|True|False|True
1987-11-05|India|England|True|False|False
1993-11-09|Sri Lanka|West Indies|False|False|False
1994-10-20|India|West Indies|True|False|True
1996-02-27|India|Australia|True|False|False
1996-11-06|India|South Africa|True|False|True
1996-12-14|India|South Africa|True|False|True
1997-05-17|India|Sri Lanka|True|False|False
1998-05-25|India|Bangladesh|True|False|True
1996-02-27|India|Australia|True|False|False
2002-02-03|India|England|True|False|False
2003-11-01|India|Australia|True|False|False
2005-11-28|India|South Africa|True|False|True
2007-10-17|India|Australia|True|False|True
2011-03-13|Canada|New Zealand|False|False|False
2011-03-18|New Zealand|Sri Lanka|False|False|False
2011-04-02|India|Sri Lanka|True|False|True
2011-10-23|India|England|True|False|True
2015-10-25|India|South Africa|True|False|False
2017-10-22|India|New Zealand|True|False|False
2011-03-13|Canada|New Zealand|False|False|False
2011-03-18|New Zealand|Sri Lanka|False|False|False
2011-04-02|India|Sri Lanka|True|False|True
1987-02-18|India|Pakistan|True|False|False
1987-10-23|New Zealand|Zimbabwe|False|False|True
1987-11-08|Australia|England|False|False|True
1988-01-02|India|West Indies|True|False|True
1989-10-28|India|Pakistan|True|False|False
1989-11-01|Pakistan|West Indies|False|False|True
1987-10-23|New Zealand|Zimbabwe|False|False|True
1987-11-08|Australia|England|False|False|True
1990-12-31|Bangladesh|Sri Lanka|False|False|False
1991-01-04|India|Sri Lanka|True|False|True
1991-11-10|India|South Africa|True|False|True
1993-11-24|India|South Africa|True|False|True
1993-11-25|Sri Lanka|West Indies|False|False|False
1993-11-27|India|West Indies|True|False|True
1994-11-05|India|West Indies|True|False|True
1996-03-13|India|Sri Lanka|True|False|False
1997-05-27|Pakistan|Sri Lanka|False|False|False
1998-05-31|India|Kenya|True|False|True
