DATE|COUNTRIES|GROUND|CITY|COUNTRY|TEAM.1|TEAM.2|WINNER|MARGIN
2014-03-04|Bangladesh v. Pakistan|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Bangladesh|Pakistan|Pakistan|3 wickets
2014-03-05|West Indies v. England|Sir Vivian Richards Stadium|North Sound, Antigua|West Indies|West Indies|England|England|25 runs
2014-03-05|Afghanistan v. India|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Afghanistan|India|India|8 wickets
2014-03-06|Bangladesh v. Sri Lanka|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Bangladesh|Sri Lanka|Sri Lanka|3 wickets
2014-03-08|Pakistan v. Sri Lanka|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Pakistan|Sri Lanka|Sri Lanka|5 wickets
2014-05-01|Hong Kong v. Afghanistan|Bayuemas Oval|Kuala Lumpur|Malaysia|Hong Kong|Afghanistan|Afghanistan|6 wickets
2014-05-02|Afghanistan v. United Arab Emirates|Kinrara Academy Oval|Kuala Lumpur|Malaysia|Afghanistan|United Arab Emirates|Afghanistan|70 runs
2014-05-04|Hong Kong v. United Arab Emirates|Kinrara Academy Oval|Kuala Lumpur|Malaysia|Hong Kong|United Arab Emirates|United Arab Emirates|2 wickets
2014-05-06|Ireland v. Sri Lanka|Clontarf Cricket Club Ground|Dublin|Ireland|Ireland|Sri Lanka|Sri Lanka|79 runs
2014-05-09|Scotland v. England|Mannofield Park|Aberdeen|Scotland|Scotland|England|England|39 runs
2014-05-22|England v. Sri Lanka|Kennington Oval|London|England|England|Sri Lanka|England|81 runs
2014-05-25|England v. Sri Lanka|Riverside Ground|Chester-Le-Street|England|England|Sri Lanka|Sri Lanka|157 runs
2014-05-28|England v. Sri Lanka|Old Trafford|Manchester|England|England|Sri Lanka|England|10 wickets
2014-05-31|England v. Sri Lanka|Lord's|London|England|England|Sri Lanka|Sri Lanka|7 runs
2014-06-03|England v. Sri Lanka|Edgbaston|Birmingham|England|England|Sri Lanka|Sri Lanka|6 wickets
2014-06-15|Bangladesh v. India|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Bangladesh|India|India|7 wickets
2014-06-17|Bangladesh v. India|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Bangladesh|India|India|47 runs
2014-07-06|Sri Lanka v. South Africa|R Premadasa Stadium|Colombo|Sri Lanka|Sri Lanka|South Africa|South Africa|75 runs
2014-07-09|Sri Lanka v. South Africa|Pallekele International Cricket Stadium|Pallekele, Kandy|Sri Lanka|Sri Lanka|South Africa|Sri Lanka|87 runs
2014-07-12|Sri Lanka v. South Africa|Mahinda Rajapaksha International Cricket Stadium|Hambantota|Sri Lanka|Sri Lanka|South Africa|South Africa|82 runs
2014-07-18|Zimbabwe v. Afghanistan|Queens Sports Club|Bulawayo|Zimbabwe|Zimbabwe|Afghanistan|Zimbabwe|6 wickets
2014-07-20|Zimbabwe v. Afghanistan|Queens Sports Club|Bulawayo|Zimbabwe|Zimbabwe|Afghanistan|Zimbabwe|8 wickets
2014-07-22|Zimbabwe v. Afghanistan|Queens Sports Club|Bulawayo|Zimbabwe|Zimbabwe|Afghanistan|Afghanistan|2 wickets
2014-07-24|Zimbabwe v. Afghanistan|Queens Sports Club|Bulawayo|Zimbabwe|Zimbabwe|Afghanistan|Afghanistan|100 runs
2014-08-17|Zimbabwe v. South Africa|Queens Sports Club|Bulawayo|Zimbabwe|Zimbabwe|South Africa|South Africa|93 runs
2014-08-19|Zimbabwe v. South Africa|Queens Sports Club|Bulawayo|Zimbabwe|Zimbabwe|South Africa|South Africa|61 runs
2014-08-20|West Indies v. Bangladesh|National Cricket Stadium (Grenada)|St. George's, Grenada|West Indies|West Indies|Bangladesh|West Indies|3 wickets
2014-08-21|Zimbabwe v. South Africa|Queens Sports Club|Bulawayo|Zimbabwe|Zimbabwe|South Africa|South Africa|7 wickets
2014-08-22|West Indies v. Bangladesh|National Cricket Stadium (Grenada)|St. George's, Grenada|West Indies|West Indies|Bangladesh|West Indies|177 runs
2014-08-23|Sri Lanka v. Pakistan|Mahinda Rajapaksha International Cricket Stadium|Hambantota|Sri Lanka|Sri Lanka|Pakistan|Pakistan|4 wickets
2014-08-25|Zimbabwe v. Australia|Harare Sports Club|Harare|Zimbabwe|Zimbabwe|Australia|Australia|198 runs
2014-08-25|West Indies v. Bangladesh|Warner Park|Basseterre, St Kitts|West Indies|West Indies|Bangladesh|West Indies|91 runs
2014-08-26|Sri Lanka v. Pakistan|Mahinda Rajapaksha International Cricket Stadium|Hambantota|Sri Lanka|Sri Lanka|Pakistan|Sri Lanka|77 runs
2014-08-27|Australia v. South Africa|Harare Sports Club|Harare|Zimbabwe|Australia|South Africa|South Africa|7 wickets
2014-08-27|England v. India|Sophia Gardens|Cardiff|Wales|England|India|India|133 runs
2014-08-29|Zimbabwe v. South Africa|Harare Sports Club|Harare|Zimbabwe|Zimbabwe|South Africa|South Africa|61 runs
2014-08-30|England v. India|Trent Bridge|Nottingham|England|England|India|India|6 wickets
2014-08-30|Sri Lanka v. Pakistan|Rangiri Dambulla International Stadium|Dambulla|Sri Lanka|Sri Lanka|Pakistan|Sri Lanka|7 wickets
2014-08-31|Zimbabwe v. Australia|Harare Sports Club|Harare|Zimbabwe|Zimbabwe|Australia|Zimbabwe|3 wickets
2014-09-02|England v. India|Edgbaston|Birmingham|England|England|India|India|9 wickets
2014-09-02|Australia v. South Africa|Harare Sports Club|Harare|Zimbabwe|Australia|South Africa|Australia|62 runs
2014-09-04|Zimbabwe v. South Africa|Harare Sports Club|Harare|Zimbabwe|Zimbabwe|South Africa|South Africa|63 runs
2014-09-05|England v. India|Headingley|Leeds|England|England|India|England|41 runs
2014-09-06|Australia v. South Africa|Harare Sports Club|Harare|Zimbabwe|Australia|South Africa|South Africa|6 wickets
2014-09-08|Ireland v. Scotland|The Village|Dublin|Ireland|Ireland|Scotland|Ireland|7 wickets
2014-09-10|Ireland v. Scotland|The Village|Dublin|Ireland|Ireland|Scotland|Ireland|3 wickets
2014-09-12|Ireland v. Scotland|The Village|Dublin|Ireland|Ireland|Scotland|Scotland|8 wickets
2014-10-07|Pakistan v. Australia|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Pakistan|Australia|Australia|93 runs
2014-10-08|India v. West Indies|Nehru Stadium (Kochi)|Kochi|India|India|West Indies|West Indies|124 runs
2014-10-10|Pakistan v. Australia|Dubai International Cricket Stadium|Dubai|United Arab Emirates|Pakistan|Australia|Australia|5 wickets
2014-10-11|India v. West Indies|Feroz Shah Kotla|Delhi|India|India|West Indies|India|48 runs
2014-10-12|Pakistan v. Australia|Sheikh Zayed Stadium|Abu Dhabi|United Arab Emirates|Pakistan|Australia|Australia|1 run
2014-10-17|India v. West Indies|Himachal Pradesh Cricket Association Stadium|Dharamsala|India|India|West Indies|India|59 runs
2014-10-21|New Zealand v. South Africa|Bay Oval|Mount Maunganui|New Zealand|New Zealand|South Africa|South Africa|6 wickets
2014-10-24|New Zealand v. South Africa|Bay Oval|Mount Maunganui|New Zealand|New Zealand|South Africa|South Africa|72 runs
2014-11-02|India v. Sri Lanka|Barabati Stadium|Cuttack|India|India|Sri Lanka|India|169 runs
2014-11-06|India v. Sri Lanka|Sardar Patel Stadium|Ahmedabad|India|India|Sri Lanka|India|6 wickets
2014-11-08|Papua New Guinea v. Hong Kong|Tony Ireland Stadium|Townsville|Australia|Papua New Guinea|Hong Kong|Papua New Guinea|4 wickets
2014-11-09|Papua New Guinea v. Hong Kong|Tony Ireland Stadium|Townsville|Australia|Papua New Guinea|Hong Kong|Papua New Guinea|3 wickets
2014-11-09|India v. Sri Lanka|Rajiv Gandhi International Stadium|Hyderabad|India|India|Sri Lanka|India|6 wickets
2014-11-13|India v. Sri Lanka|Eden Gardens|Kolkata|India|India|Sri Lanka|India|153 runs
2014-11-14|Australia v. South Africa|WACA Ground|Perth|Australia|Australia|South Africa|Australia|32 runs
2014-11-16|Australia v. South Africa|WACA Ground|Perth|Australia|Australia|South Africa|South Africa|3 wickets
2014-11-16|India v. Sri Lanka|JSCA International Stadium Complex|Ranchi|India|India|Sri Lanka|India|3 wickets
2014-11-19|Australia v. South Africa|Manuka Oval|Canberra|Australia|Australia|South Africa|Australia|73 runs
2014-11-21|Bangladesh v. Zimbabwe|Zahur Ahmed Chowdhury Stadium|Chittagong|Bangladesh|Bangladesh|Zimbabwe|Bangladesh|87 runs
2014-11-21|Australia v. South Africa|Melbourne Cricket Ground|Melbourne|Australia|Australia|South Africa|Australia|3 wickets
2014-11-23|Bangladesh v. Zimbabwe|Zahur Ahmed Chowdhury Stadium|Chittagong|Bangladesh|Bangladesh|Zimbabwe|Bangladesh|68 runs
2014-11-23|Australia v. South Africa|Sydney Cricket Ground|Sydney|Australia|Australia|South Africa|Australia|2 wickets
2014-11-26|Sri Lanka v. England|R Premadasa Stadium|Colombo|Sri Lanka|Sri Lanka|England|Sri Lanka|25 runs
2014-11-26|Bangladesh v. Zimbabwe|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Bangladesh|Zimbabwe|Bangladesh|124 runs
2014-11-28|United Arab Emirates v. Afghanistan|ICC Global Cricket Academy|Dubai|United Arab Emirates|United Arab Emirates|Afghanistan|United Arab Emirates|5 wickets
2014-11-28|Bangladesh v. Zimbabwe|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Bangladesh|Zimbabwe|Bangladesh|21 runs
2014-11-29|Sri Lanka v. England|R Premadasa Stadium|Colombo|Sri Lanka|Sri Lanka|England|Sri Lanka|8 wickets
2014-11-30|United Arab Emirates v. Afghanistan|ICC Global Cricket Academy|Dubai|United Arab Emirates|United Arab Emirates|Afghanistan|United Arab Emirates|6 wickets
2014-12-01|Bangladesh v. Zimbabwe|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Bangladesh|Zimbabwe|Bangladesh|5 wickets
2014-12-02|United Arab Emirates v. Afghanistan|ICC Global Cricket Academy|Dubai|United Arab Emirates|United Arab Emirates|Afghanistan|Afghanistan|2 wickets
2014-12-03|Sri Lanka v. England|Mahinda Rajapaksha International Cricket Stadium|Hambantota|Sri Lanka|Sri Lanka|England|England|5 wickets
2014-12-04|United Arab Emirates v. Afghanistan|ICC Global Cricket Academy|Dubai|United Arab Emirates|United Arab Emirates|Afghanistan|United Arab Emirates|30 runs
2014-12-07|Sri Lanka v. England|R Premadasa Stadium|Colombo|Sri Lanka|Sri Lanka|England|Sri Lanka|6 wickets
2014-12-08|Pakistan v. New Zealand|Dubai International Cricket Stadium|Dubai|United Arab Emirates|Pakistan|New Zealand|Pakistan|3 wickets
2014-12-10|Sri Lanka v. England|Pallekele International Cricket Stadium|Pallekele, Kandy|Sri Lanka|Sri Lanka|England|England|5 wickets
2014-12-12|Pakistan v. New Zealand|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Pakistan|New Zealand|New Zealand|4 wickets
2014-12-13|Sri Lanka v. England|Pallekele International Cricket Stadium|Pallekele, Kandy|Sri Lanka|Sri Lanka|England|Sri Lanka|90 runs
2014-12-14|Pakistan v. New Zealand|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Pakistan|New Zealand|Pakistan|147 runs
2014-12-16|Sri Lanka v. England|R Premadasa Stadium|Colombo|Sri Lanka|Sri Lanka|England|Sri Lanka|87 runs
2014-12-17|Pakistan v. New Zealand|Sheikh Zayed Stadium|Abu Dhabi|United Arab Emirates|Pakistan|New Zealand|New Zealand|7 runs
2014-12-19|Pakistan v. New Zealand|Sheikh Zayed Stadium|Abu Dhabi|United Arab Emirates|Pakistan|New Zealand|New Zealand|68 runs
2015-01-08|Afghanistan v. Scotland|ICC Global Cricket Academy|Dubai|United Arab Emirates|Afghanistan|Scotland|Afghanistan|8 wickets
2015-01-10|Afghanistan v. Ireland|Dubai International Cricket Stadium|Dubai|United Arab Emirates|Afghanistan|Ireland|Ireland|3 wickets
2015-01-11|New Zealand v. Sri Lanka|Hagley Oval|Christchurch|New Zealand|New Zealand|Sri Lanka|New Zealand|3 wickets
2015-01-12|Ireland v. Scotland|Dubai International Cricket Stadium|Dubai|United Arab Emirates|Ireland|Scotland|Ireland|3 wickets
2015-01-14|Afghanistan v. Scotland|Sheikh Zayed Stadium|Abu Dhabi|United Arab Emirates|Afghanistan|Scotland|Scotland|150 runs
2015-01-15|New Zealand v. Sri Lanka|Seddon Park|Hamilton|New Zealand|New Zealand|Sri Lanka|Sri Lanka|6 wickets
2015-01-16|Australia v. England|Sydney Cricket Ground|Sydney|Australia|Australia|England|Australia|3 wickets
2015-01-16|South Africa v. West Indies|Kingsmead|Durban|South Africa|South Africa|West Indies|South Africa|61 runs
2015-01-17|Afghanistan v. Ireland|Dubai International Cricket Stadium|Dubai|United Arab Emirates|Afghanistan|Ireland|Afghanistan|71 runs
2015-01-18|Australia v. India|Melbourne Cricket Ground|Melbourne|Australia|Australia|India|Australia|4 wickets
2015-01-18|South Africa v. West Indies|Wanderers Stadium|Johannesburg|South Africa|South Africa|West Indies|South Africa|148 runs
2015-01-20|England v. India|Brisbane Cricket Ground|Brisbane|Australia|England|India|England|9 wickets
2015-01-20|New Zealand v. Sri Lanka|Saxton Oval|Nelson|New Zealand|New Zealand|Sri Lanka|New Zealand|4 wickets
2015-01-21|South Africa v. West Indies|Buffalo Park|East London|South Africa|South Africa|West Indies|South Africa|9 wickets
2015-01-23|Australia v. England|Bellerive Oval|Hobart|Australia|Australia|England|Australia|3 wickets
2015-01-23|New Zealand v. Sri Lanka|University Oval|Dunedin|New Zealand|New Zealand|Sri Lanka|New Zealand|108 runs
2015-01-25|South Africa v. West Indies|St George's Park|Port Elizabeth|South Africa|South Africa|West Indies|West Indies|1 wicket
2015-01-25|New Zealand v. Sri Lanka|University Oval|Dunedin|New Zealand|New Zealand|Sri Lanka|New Zealand|120 runs
2015-01-28|South Africa v. West Indies|SuperSport Park|Centurion|South Africa|South Africa|West Indies|South Africa|131 runs
2015-01-28|New Zealand v. Sri Lanka|Westpac Stadium|Wellington|New Zealand|New Zealand|Sri Lanka|Sri Lanka|34 runs
2015-01-30|England v. India|WACA Ground|Perth|Australia|England|India|England|3 wickets
2015-01-31|New Zealand v. Pakistan|Westpac Stadium|Wellington|New Zealand|New Zealand|Pakistan|New Zealand|7 wickets
2015-02-01|Australia v. England|WACA Ground|Perth|Australia|Australia|England|Australia|112 runs
2015-02-03|New Zealand v. Pakistan|McLean Park|Napier|New Zealand|New Zealand|Pakistan|New Zealand|119 runs
2015-02-14|New Zealand v. Sri Lanka|Hagley Oval|Christchurch|New Zealand|New Zealand|Sri Lanka|New Zealand|98 runs
2015-02-14|Australia v. England|Melbourne Cricket Ground|Melbourne|Australia|Australia|England|Australia|111 runs
2015-02-15|South Africa v. Zimbabwe|Seddon Park|Hamilton|New Zealand|South Africa|Zimbabwe|South Africa|62 runs
2015-02-15|India v. Pakistan|Adelaide Oval|Adelaide|Australia|India|Pakistan|India|76 runs
2015-02-16|Ireland v. West Indies|Saxton Oval|Nelson|New Zealand|Ireland|West Indies|Ireland|4 wickets
2015-02-17|New Zealand v. Scotland|University Oval|Dunedin|New Zealand|New Zealand|Scotland|New Zealand|3 wickets
2015-02-18|Afghanistan v. Bangladesh|Manuka Oval|Canberra|Australia|Afghanistan|Bangladesh|Bangladesh|105 runs
2015-02-19|United Arab Emirates v. Zimbabwe|Saxton Oval|Nelson|New Zealand|United Arab Emirates|Zimbabwe|Zimbabwe|4 wickets
2015-02-20|New Zealand v. England|Westpac Stadium|Wellington|New Zealand|New Zealand|England|New Zealand|8 wickets
2015-02-21|Pakistan v. West Indies|Hagley Oval|Christchurch|New Zealand|Pakistan|West Indies|West Indies|150 runs
2015-02-22|Afghanistan v. Sri Lanka|University Oval|Dunedin|New Zealand|Afghanistan|Sri Lanka|Sri Lanka|4 wickets
2015-02-22|India v. South Africa|Melbourne Cricket Ground|Melbourne|Australia|India|South Africa|India|130 runs
2015-02-23|England v. Scotland|Hagley Oval|Christchurch|New Zealand|England|Scotland|England|119 runs
2015-02-24|West Indies v. Zimbabwe|Manuka Oval|Canberra|Australia|West Indies|Zimbabwe|West Indies|73 runs
2015-02-25|Ireland v. United Arab Emirates|Brisbane Cricket Ground|Brisbane|Australia|Ireland|United Arab Emirates|Ireland|2 wickets
2015-02-26|Afghanistan v. Scotland|University Oval|Dunedin|New Zealand|Afghanistan|Scotland|Afghanistan|1 wicket
2015-02-26|Bangladesh v. Sri Lanka|Melbourne Cricket Ground|Melbourne|Australia|Bangladesh|Sri Lanka|Sri Lanka|92 runs
2015-02-27|South Africa v. West Indies|Sydney Cricket Ground|Sydney|Australia|South Africa|West Indies|South Africa|257 runs
2015-02-28|New Zealand v. Australia|Eden Park|Auckland|New Zealand|New Zealand|Australia|New Zealand|1 wicket
2015-02-28|India v. United Arab Emirates|WACA Ground|Perth|Australia|India|United Arab Emirates|India|9 wickets
2015-03-01|England v. Sri Lanka|Westpac Stadium|Wellington|New Zealand|England|Sri Lanka|Sri Lanka|9 wickets
2015-03-01|Pakistan v. Zimbabwe|Brisbane Cricket Ground|Brisbane|Australia|Pakistan|Zimbabwe|Pakistan|20 runs
2015-03-03|Ireland v. South Africa|Manuka Oval|Canberra|Australia|Ireland|South Africa|South Africa|201 runs
2015-03-04|Pakistan v. United Arab Emirates|McLean Park|Napier|New Zealand|Pakistan|United Arab Emirates|Pakistan|129 runs
2015-03-04|Australia v. Afghanistan|WACA Ground|Perth|Australia|Australia|Afghanistan|Australia|275 runs
2015-03-04|Bangladesh v. Scotland|Saxton Oval|Nelson|New Zealand|Bangladesh|Scotland|Bangladesh|6 wickets
2015-03-06|India v. West Indies|WACA Ground|Perth|Australia|India|West Indies|India|4 wickets
2015-03-07|Pakistan v. South Africa|Eden Park|Auckland|New Zealand|Pakistan|South Africa|Pakistan|29 runs
2015-03-07|Ireland v. Zimbabwe|Bellerive Oval|Hobart|Australia|Ireland|Zimbabwe|Ireland|5 runs
2015-03-08|New Zealand v. Afghanistan|McLean Park|Napier|New Zealand|New Zealand|Afghanistan|New Zealand|6 wickets
2015-03-08|Australia v. Sri Lanka|Sydney Cricket Ground|Sydney|Australia|Australia|Sri Lanka|Australia|64 runs
2015-03-09|Bangladesh v. England|Adelaide Oval|Adelaide|Australia|Bangladesh|England|Bangladesh|15 runs
2015-03-10|India v. Ireland|Seddon Park|Hamilton|New Zealand|India|Ireland|India|8 wickets
2015-03-11|Scotland v. Sri Lanka|Bellerive Oval|Hobart|Australia|Scotland|Sri Lanka|Sri Lanka|148 runs
2015-03-11|South Africa v. United Arab Emirates|Westpac Stadium|Wellington|New Zealand|South Africa|United Arab Emirates|South Africa|146 runs
2015-03-13|New Zealand v. Bangladesh|Seddon Park|Hamilton|New Zealand|New Zealand|Bangladesh|New Zealand|3 wickets
2015-03-13|Afghanistan v. England|Sydney Cricket Ground|Sydney|Australia|Afghanistan|England|England|9 wickets
2015-03-14|India v. Zimbabwe|Eden Park|Auckland|New Zealand|India|Zimbabwe|India|6 wickets
2015-03-14|Australia v. Scotland|Bellerive Oval|Hobart|Australia|Australia|Scotland|Australia|7 wickets
2015-03-15|United Arab Emirates v. West Indies|McLean Park|Napier|New Zealand|United Arab Emirates|West Indies|West Indies|6 wickets
2015-03-15|Ireland v. Pakistan|Adelaide Oval|Adelaide|Australia|Ireland|Pakistan|Pakistan|7 wickets
2015-03-18|South Africa v. Sri Lanka|Sydney Cricket Ground|Sydney|Australia|South Africa|Sri Lanka|South Africa|9 wickets
2015-03-19|Bangladesh v. India|Melbourne Cricket Ground|Melbourne|Australia|Bangladesh|India|India|109 runs
2015-03-20|Australia v. Pakistan|Adelaide Oval|Adelaide|Australia|Australia|Pakistan|Australia|6 wickets
2015-03-21|New Zealand v. West Indies|Westpac Stadium|Wellington|New Zealand|New Zealand|West Indies|New Zealand|143 runs
2015-03-24|New Zealand v. South Africa|Eden Park|Auckland|New Zealand|New Zealand|South Africa|New Zealand|4 wickets
2015-03-26|Australia v. India|Sydney Cricket Ground|Sydney|Australia|Australia|India|Australia|95 runs
2015-03-29|Australia v. New Zealand|Melbourne Cricket Ground|Melbourne|Australia|Australia|New Zealand|Australia|7 wickets
2015-04-17|Bangladesh v. Pakistan|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Bangladesh|Pakistan|Bangladesh|79 runs
2015-04-19|Bangladesh v. Pakistan|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Bangladesh|Pakistan|Bangladesh|7 wickets
2015-04-22|Bangladesh v. Pakistan|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Bangladesh|Pakistan|Bangladesh|8 wickets
2015-05-26|Pakistan v. Zimbabwe|Gaddafi Stadium|Lahore|Pakistan|Pakistan|Zimbabwe|Pakistan|41 runs
2015-05-29|Pakistan v. Zimbabwe|Gaddafi Stadium|Lahore|Pakistan|Pakistan|Zimbabwe|Pakistan|6 wickets
2015-06-09|England v. New Zealand|Edgbaston|Birmingham|England|England|New Zealand|England|210 runs
